999,3.7,3.4,4.8,3.9,1
999,3.2,2.9,0.9,2.7,1
999,2.8,1.9,0.6,2.3,1
999,3.7,4.5,3.7,4.0,1
999,2.9,3.5,0.2,1.7,0
998,5.0,4.9,4.7,4.7,1
998,4.5,4.6,2.7,4.4,1
998,5.0,4.6,4.5,5.0,1
998,4.1,4.1,3.5,3.8,1
998,4.4,5.0,3.3,4.6,1
998,5.0,5.0,3.0,4.8,0
998,5.0,5.0,1.4,3.6,0
998,4.7,4.4,4.7,4.8,0
993,0.0,0.0,2.7,1.0,0
993,0.8,0.0,4.4,2.1,0
993,1.6,0.6,0.1,1.0,0
993,1.2,0.3,1.8,1.5,1
993,0.6,0.8,4.7,1.9,0
993,1.7,2.0,4.7,3.2,1
993,1.4,0.8,4.7,2.0,0
993,1.9,2.6,1.9,2.4,0
993,1.0,1.6,4.8,2.6,1
997,2.7,1.9,1.5,2.4,0
997,2.3,2.9,3.3,2.5,1
997,2.3,2.0,2.6,2.4,1
997,2.9,3.3,2.6,3.0,1
997,1.5,0.6,4.1,2.1,0
997,1.1,0.9,1.3,1.2,0
997,1.8,2.3,3.9,2.2,0
996,2.2,2.1,3.9,2.9,1
996,1.9,1.7,2.3,2.2,0
996,2.5,2.9,2.9,2.8,1
996,2.0,2.9,1.4,2.3,1
996,1.3,1.1,1.0,0.8,0
996,1.2,1.6,0.9,1.3,0
996,2.4,2.9,3.2,3.1,1
996,1.9,1.6,0.1,1.2,0
996,1.1,0.8,4.0,2.1,0
994,4.3,4.1,2.0,3.0,1
994,3.1,2.2,4.8,3.0,0
994,3.3,2.8,1.0,2.7,1
994,3.3,3.8,1.6,2.5,0
994,3.5,3.5,3.5,3.8,1
994,3.7,3.9,1.7,2.8,1
994,4.3,5.0,2.4,4.0,1
995,2.2,2.5,4.1,2.6,1
995,1.4,0.5,4.1,2.1,0
995,1.2,1.3,2.8,2.2,0
995,1.3,0.4,0.8,1.0,0
994,3.2,4.0,1.9,3.1,0
994,4.7,4.2,0.4,2.9,0
995,2.7,2.3,1.0,1.7,0
991,0.7,0.5,4.4,2.2,0
992,1.4,0.6,0.2,1.0,0
991,0.0,0.5,2.7,0.7,0
992,0.2,0.1,3.4,1.4,0
991,1.0,0.5,4.7,2.0,0
992,0.1,0.9,2.8,1.2,0
992,0.5,0.6,1.2,1.2,0
992,1.1,0.5,2.3,1.8,0
992,0.4,1.0,0.9,0.3,0
991,0.2,0.2,2.8,1.5,0
991,1.9,2.8,3.3,2.8,0
987,2.4,3.0,3.9,3.5,1
992,0.1,1.1,4.8,1.5,0
